Date,Temperature (�,Relative Humidity (%),Pressure (hPa),Wind speed (m/s),Wind direction (deg),Rainfall (kg/m2),Snowfall (kg/m2),Snow depth (m),GHI,Previous1day GHI ,Previous week GHI,Previous month GHI,Year,WoY,MoY,DoM,DoW,Target
05/10/2020,27.883,19.87,995.69,1.2,350.85,0,0,0,5538.955,5583.94,5584.365,6587.285,2020,40,10,5,1,5364.931
06/10/2020,28.843,23.62,994.75,0.15,295.59,1.00E-06,0,0,5364.931,5538.955,5477.176,6474.178,2020,40,10,6,2,5022.752
07/10/2020,29.463,33.9,993.88,0.59,149.79,0.061535,0,0,5022.752,5364.931,5391.168,6602.272,2020,41,10,7,3,5056.862
08/10/2020,29.093,18.01,996.44,1.23,104.49,0.001181,0,0,5056.862,5022.752,5183.314,6751.005,2020,41,10,8,4,4649.34
09/10/2020,28.173,16.83,996.48,3.78,83.27,0,0,0,4649.34,5056.862,5329.2,6714.841,2020,41,10,9,5,4532.433
10/10/2020,27.343,31.64,995.87,1.76,98.87,0.008281,0,0,4532.433,4649.34,5348.198,6631.605,2020,41,10,10,6,4686.062
11/10/2020,26.063,43.43,995.85,0.47,191.34,4.20E-04,0,0,4686.062,4532.433,5583.94,5958.945,2020,41,10,11,7,4975.386
12/10/2020,26.453,39.77,995.47,0.54,204.35,6.90E-05,0,0,4975.386,4686.062,5538.955,5470.377,2020,41,10,12,1,3776.452
13/10/2020,25.583,53.91,995.6,1.39,222.92,0.091251,0,0,3776.452,4975.386,5364.931,6241.534,2020,41,10,13,2,4791.96
14/10/2020,25.913,55.98,996.94,1.61,185.57,0.232846,0,0,4791.96,3776.452,5022.752,6076.849,2020,42,10,14,3,4655.778
15/10/2020,25.493,62.38,997.55,1.52,194.41,0.242855,0,0,4655.778,4791.96,5056.862,6049.566,2020,42,10,15,4,4778.101
16/10/2020,25.053,57.41,996.4,1.47,193.07,0.013354,0,0,4778.101,4655.778,4649.34,6081.852,2020,42,10,16,5,4562.336
17/10/2020,24.773,51.7,995.95,1.02,171,0.05619,0,0,4562.336,4778.101,4532.433,5938.842,2020,42,10,17,6,3031.643
18/10/2020,24.083,57.86,996.36,0.69,152.37,0.459117,0,0,3031.643,4562.336,4686.062,5891.45,2020,42,10,18,7,3194.591
19/10/2020,24.743,55.24,997.85,0.67,170.09,0.587277,0,0,3194.591,3031.643,4975.386,5663.507,2020,42,10,19,1,2650.156
20/10/2020,24.813,51.52,997.76,0.17,229.17,0.716798,0,0,2650.156,3194.591,3776.452,5711.904,2020,42,10,20,2,2461.281
21/10/2020,25.573,36.04,998.3,1.04,0.36,1.59E-04,0,0,2461.281,2650.156,4791.96,5776.92,2020,43,10,21,3,4160.739
22/10/2020,24.933,43.11,999.76,0.18,294.55,0.006828,0,0,4160.739,2461.281,4655.778,5761.569,2020,43,10,22,4,4381.669
23/10/2020,27.603,24.07,997.96,1.4,48.08,0,0,0,4381.669,4160.739,4778.101,5792.635,2020,43,10,23,5,3789.602
24/10/2020,28.293,17.04,995.52,1.56,31.42,0,0,0,3789.602,4381.669,4562.336,5548.037,2020,43,10,24,6,2405.818
25/10/2020,26.193,22.05,994.36,0.76,57.7,0,0,0,2405.818,3789.602,3031.643,5174.239,2020,43,10,25,7,4031.646
26/10/2020,26.603,22.2,995.14,0.41,52.66,0,0,0,4031.646,2405.818,3194.591,5375.504,2020,43,10,26,1,4069.68
27/10/2020,26.443,23.57,994.98,1.68,96.33,0.001034,0,0,4069.68,4031.646,2650.156,5418.234,2020,43,10,27,2,3797.036
28/10/2020,24.123,43.1,996.54,0.35,158.28,0.025009,0,0,3797.036,4069.68,2461.281,5584.365,2020,44,10,28,3,4204.795
29/10/2020,23.083,51.31,997.54,0.79,226.72,0.010479,0,0,4204.795,3797.036,4160.739,5477.176,2020,44,10,29,4,3719.253
30/10/2020,23.013,48.41,996.5,0.58,238.79,0.016345,0,0,3719.253,4204.795,4381.669,5391.168,2020,44,10,30,5,4022.864
31/10/2020,22.333,50.17,994.54,0.46,267.59,7.51E-04,0,0,4022.864,3719.253,3789.602,5183.314,2020,44,10,31,6,3564.307
01/11/2020,21.713,54.92,995.37,0.48,235.92,0.07476,0,0,3564.307,4022.864,2405.818,5329.2,2020,44,11,1,7,3725.834
02/11/2020,21.763,54.09,997.54,0.59,215.59,1.354955,0,0,3725.834,3564.307,4031.646,5348.198,2020,44,11,2,1,2448.75
03/11/2020,20.283,64.78,997.9,0.77,111.4,3.536808,0,0,2448.75,3725.834,4069.68,5583.94,2020,44,11,3,2,982.2391
04/11/2020,16.663,75.84,991.49,0.34,18.76,24.05122,2.30E-05,6.00E-06,982.2391,2448.75,3797.036,5538.955,2020,45,11,4,3,3414.101
05/11/2020,18.273,63.38,989.72,2.58,22.62,1.539397,0,6.00E-06,3414.101,982.2391,4204.795,5364.931,2020,45,11,5,4,3535.763
06/11/2020,19.243,53.32,995.69,2.5,25.72,0.006045,0,1.00E-06,3535.763,3414.101,3719.253,5022.752,2020,45,11,6,5,3864.503
07/11/2020,18.023,42.58,999.21,4.44,19.5,9.77E-04,0,0,3864.503,3535.763,4022.864,5056.862,2020,45,11,7,6,3920.532
08/11/2020,17.823,42.33,1000.78,3.22,37.52,1.00E-06,0,0,3920.532,3864.503,3564.307,4649.34,2020,45,11,8,7,3467.063
09/11/2020,18.783,47.45,1000.18,2.73,44.91,9.90E-05,0,0,3467.063,3920.532,3725.834,4532.433,2020,45,11,9,1,3641.007
10/11/2020,19.393,48.61,998.27,1.46,40.96,3.80E-05,0,0,3641.007,3467.063,2448.75,4686.062,2020,45,11,10,2,3537.297
11/11/2020,18.993,44.84,999.21,1.91,13.43,2.38E-04,0,0,3537.297,3641.007,982.2391,4975.386,2020,46,11,11,3,3731.258
12/11/2020,17.613,38.24,1001.65,2.06,8.13,0,0,0,3731.258,3537.297,3414.101,3776.452,2020,46,11,12,4,3677.81
13/11/2020,17.293,41.99,1002.72,1.05,13.02,0,0,0,3677.81,3731.258,3535.763,4791.96,2020,46,11,13,5,3337.444
14/11/2020,16.823,47.71,999.24,1.46,68.69,1.00E-06,0,0,3337.444,3677.81,3864.503,4655.778,2020,46,11,14,6,3446.285
15/11/2020,16.083,45,996.81,2.17,37.53,7.40E-05,0,0,3446.285,3337.444,3920.532,4778.101,2020,46,11,15,7,3555.044
16/11/2020,15.713,44.34,999.45,1.06,10.08,0,0,0,3555.044,3446.285,3467.063,4562.336,2020,46,11,16,1,3396.187
17/11/2020,15.923,53.67,1002.79,0.79,67.93,0.002271,0,0,3396.187,3555.044,3641.007,3031.643,2020,46,11,17,2,3412.753
18/11/2020,15.933,43.12,1000.88,1.53,39.63,0,0,0,3412.753,3396.187,3537.297,3194.591,2020,47,11,18,3,2925.264
19/11/2020,15.073,46.84,996.25,3.5,54.59,0.018117,0,0,2925.264,3412.753,3731.258,2650.156,2020,47,11,19,4,1293.204
20/11/2020,13.643,66.07,992.16,4.93,43.53,1.414167,3.00E-06,1.00E-06,1293.204,2925.264,3677.81,2461.281,2020,47,11,20,5,3048.48
21/11/2020,14.973,58.79,997.18,1.84,38.76,0.078229,1.00E-06,0,3048.48,1293.204,3337.444,4160.739,2020,47,11,21,6,3405.893
22/11/2020,13.843,42.4,1002.39,2.51,4.43,1.30E-05,0,0,3405.893,3048.48,3446.285,4381.669,2020,47,11,22,7,3520.302
23/11/2020,12.533,39.88,1003.38,1.68,23.84,1.65E-04,0,0,3520.302,3405.893,3555.044,3789.602,2020,47,11,23,1,3278.988
24/11/2020,13.453,41.81,998.83,1.88,57.42,0,0,0,3278.988,3520.302,3396.187,2405.818,2020,47,11,24,2,2652.567
25/11/2020,14.373,42.84,993.66,4.22,50.06,0.210821,0,0,2652.567,3278.988,3412.753,4031.646,2020,48,11,25,3,1685.48
26/11/2020,13.083,54.07,995.89,3.01,34.72,0.147206,0,0,1685.48,2652.567,2925.264,4069.68,2020,48,11,26,4,3102.1
27/11/2020,12.513,41.68,1001.58,2.81,51.74,2.00E-05,0,0,3102.1,1685.48,1293.204,3797.036,2020,48,11,27,5,1543.023
28/11/2020,11.863,61.75,1002.6,3.1,49.24,0.581529,0,0,1543.023,3102.1,3048.48,4204.795,2020,48,11,28,6,3132.76
29/11/2020,13.573,51.26,1000.65,1.19,29.65,3.30E-05,0,0,3132.76,1543.023,3405.893,3719.253,2020,48,11,29,7,1960.368
30/11/2020,13.413,63.41,998.68,2.11,53.72,2.682057,1.57E-04,6.80E-05,1960.368,3132.76,3520.302,4022.864,2020,48,11,30,1,1432.166
01/12/2020,12.993,75.6,997.23,2.86,44.25,0.995809,1.00E-05,5.90E-05,1432.166,1960.368,3278.988,3564.307,2020,48,12,1,2,2458.688
02/12/2020,14.013,65.69,1000.64,3.77,62.22,0.052543,4.00E-06,2.40E-05,2458.688,1432.166,2652.567,3725.834,2020,49,12,2,3,2780.693
03/12/2020,14.063,59.72,1002,2.31,57.26,4.24E-04,0,1.00E-06,2780.693,2458.688,1685.48,2448.75,2020,49,12,3,4,3004.859
04/12/2020,13.183,56.59,1000.88,2.81,50.78,3.00E-06,0,0,3004.859,2780.693,3102.1,982.2391,2020,49,12,4,5,2674.831
05/12/2020,13.433,54.98,998.3,2.43,47.55,3.00E-06,0,0,2674.831,3004.859,1543.023,3414.101,2020,49,12,5,6,3053.754
06/12/2020,13.743,48.9,997.33,0.69,51.44,0.008403,0,0,3053.754,2674.831,3132.76,3535.763,2020,49,12,6,7,2256.915
07/12/2020,13.863,63.59,998.89,1.05,98.89,0.238229,1.00E-05,0,2256.915,3053.754,1960.368,3864.503,2020,49,12,7,1,1888.011
08/12/2020,13.243,70.39,998.66,2.56,60.8,2.585762,0.005028,2.70E-05,1888.011,2256.915,1432.166,3920.532,2020,49,12,8,2,2866.807
09/12/2020,13.013,64.6,1002.45,1.85,48.02,0.658351,0,2.50E-05,2866.807,1888.011,2458.688,3467.063,2020,50,12,9,3,2924.235
10/12/2020,12.493,61.53,1002.41,1.67,61.6,0.001645,1.00E-06,6.00E-06,2924.235,2866.807,2780.693,3641.007,2020,50,12,10,4,1775.475
11/12/2020,12.323,65.71,998.97,2.96,63.78,1.54888,8.98E-04,1.43E-04,1775.475,2924.235,3004.859,3537.297,2020,50,12,11,5,2222.828
12/12/2020,13.913,59.86,996.86,3.99,70.25,0.254871,6.80E-05,1.35E-04,2222.828,1775.475,2674.831,3731.258,2020,50,12,12,6,777.2529
13/12/2020,12.283,75.15,996.23,3.9,59.78,3.89749,1.08E-04,7.50E-05,777.2529,2222.828,3053.754,3677.81,2020,50,12,13,7,666.7379
14/12/2020,12.753,78.82,991.83,5.41,63.68,26.475046,0.007357,0.001203,666.7379,777.2529,2256.915,3337.444,2020,50,12,14,1,1861.815
15/12/2020,12.643,75.72,992.39,3.02,61.35,0.62709,1.00E-06,0.001193,1861.815,666.7379,1888.011,3446.285,2020,50,12,15,2,1584.442
16/12/2020,12.453,70.14,997.07,3.96,43.84,1.043408,1.00E-06,2.55E-04,1584.442,1861.815,2866.807,3555.044,2020,51,12,16,3,2757.129
17/12/2020,13.343,55.35,1001.13,2.04,15.09,1.24E-04,0,4.70E-05,2757.129,1584.442,2924.235,3396.187,2020,51,12,17,4,2907.917
18/12/2020,12.793,58.84,1003.05,1.03,27.82,0.001588,0,6.00E-06,2907.917,2757.129,1775.475,3412.753,2020,51,12,18,5,2021.906
19/12/2020,12.263,60.12,1004.31,1.45,32.72,0.071887,0,2.00E-06,2021.906,2907.917,2222.828,2925.264,2020,51,12,19,6,2964.721
20/12/2020,10.553,52.21,1004.95,2.4,61.84,3.00E-06,0,1.00E-06,2964.721,2021.906,777.2529,1293.204,2020,51,12,20,7,1683.419
21/12/2020,10.393,63.95,1003.92,2.8,52.4,5.67E-04,6.00E-06,1.00E-06,1683.419,2964.721,666.7379,3048.48,2020,51,12,21,1,2529.039
22/12/2020,12.303,63.04,999.67,1.67,30.59,0.919842,2.00E-06,1.00E-06,2529.039,1683.419,1861.815,3405.893,2020,51,12,22,2,3055.272
23/12/2020,9.053,46.87,999.03,3.76,7.83,0.002242,1.00E-06,1.00E-06,3055.272,2529.039,1584.442,3520.302,2020,52,12,23,3,3106.39
24/12/2020,7.773,43.69,1001.99,1.29,39.36,0,0,0,3106.39,3055.272,2757.129,3278.988,2020,52,12,24,4,2992.885
25/12/2020,8.603,48.98,1005,1.96,83.23,0,0,0,2992.885,3106.39,2907.917,2652.567,2020,52,12,25,5,3006.794
26/12/2020,7.833,50.41,1007.05,3.45,53.82,0,0,0,3006.794,2992.885,2021.906,1685.48,2020,52,12,26,6,3004.336
27/12/2020,9.233,47.52,1005.23,3.05,50.9,0,0,0,3004.336,3006.794,2964.721,3102.1,2020,52,12,27,7,1758.082
28/12/2020,8.763,53.52,1003.77,3.16,47.77,0,0,0,1758.082,3004.336,1683.419,1543.023,2020,52,12,28,1,2917.033
29/12/2020,9.983,51.04,1004.06,2.62,50.18,0,0,0,2917.033,1758.082,2529.039,3132.76,2020,52,12,29,2,3023.619
30/12/2020,11.233,52.09,1003.18,2.63,48.32,0,0,0,3023.619,2917.033,3055.272,1960.368,2020,53,12,30,3,3011.426
31/12/2020,11.673,55.53,1001.29,2.13,57.66,0,0,3.00E-05,3011.426,3023.619,3106.39,1432.166,2020,53,12,31,4,2779.092
01/01/2021,12.543,59.5,1001.92,2.65,66.06,0.003531,0,4.30E-05,2779.092,3011.426,2992.885,2458.688,2021,1,1,1,5,1942.773
02/01/2021,13.093,57.39,1003.78,2.81,53.63,0.001722,0,7.00E-06,1942.773,2779.092,3006.794,2780.693,2021,1,1,2,6,2344.746
03/01/2021,13.573,56.82,1003.5,2.35,47.64,1.16E-04,0,1.00E-06,2344.746,1942.773,3004.336,3004.859,2021,1,1,3,7,2812.908
04/01/2021,12.723,53.35,1002.79,2.69,61.4,3.00E-06,0,0,2812.908,2344.746,1758.082,2674.831,2021,1,1,4,1,2531.663
05/01/2021,11.453,51.35,1003.46,3.12,59.1,3.00E-06,0,0,2531.663,2812.908,2917.033,3053.754,2021,1,1,5,2,2391.691
06/01/2021,12.323,50.85,1005.36,2.61,45.45,9.00E-06,0,0,2391.691,2531.663,3023.619,2256.915,2021,1,1,6,3,3009.905
07/01/2021,13.393,52.91,1004.03,1.97,55.68,0,0,0,3009.905,2391.691,3011.426,1888.011,2021,1,1,7,4,2378.43
08/01/2021,11.773,58.72,1003.45,2.88,54.85,0,0,0,2378.43,3009.905,2779.092,2866.807,2021,2,1,8,5,2664.858
09/01/2021,12.413,55.59,1002.86,2.68,56.1,0,0,0,2664.858,2378.43,1942.773,2924.235,2021,2,1,9,6,3046.044
10/01/2021,12.473,52.91,1003.72,1.91,85.38,1.30E-05,0,0,3046.044,2664.858,2344.746,1775.475,2021,2,1,10,7,1744.988
11/01/2021,13.313,63.21,1005.19,1.22,97.42,0.092935,1.10E-05,0,1744.988,3046.044,2812.908,2222.828,2021,2,1,11,1,2849.059
12/01/2021,15.193,62.49,1001.99,1.44,68.26,1.83E-04,0,0,2849.059,1744.988,2531.663,777.2529,2021,2,1,12,2,868.0712
13/01/2021,13.833,78.13,989.16,1.73,162.59,10.320295,8.00E-06,2.80E-05,868.0712,2849.059,2391.691,666.7379,2021,2,1,13,3,963.6119
14/01/2021,11.293,79.2,985.34,1.94,230.15,5.742038,1.20E-04,3.19E-04,963.6119,868.0712,3009.905,1861.815,2021,2,1,14,4,2739.381
15/01/2021,11.143,66.94,992.17,2.65,223.45,0.309928,3.50E-04,4.60E-04,2739.381,963.6119,2378.43,1584.442,2021,3,1,15,5,1099.12
16/01/2021,12.983,84.25,989.69,4.32,175.98,14.472159,0.003254,0.001253,1099.12,2739.381,2664.858,2757.129,2021,3,1,16,6,766.4893
17/01/2021,10.123,81.71,984.63,2.8,233.95,6.598051,3.30E-05,9.93E-04,766.4893,1099.12,3046.044,2907.917,2021,3,1,17,7,2784.58
18/01/2021,7.283,53.67,993.94,2.03,335.81,4.398532,0.764239,0.001109,2784.58,766.4893,1744.988,2021.906,2021,3,1,18,1,3507.772
19/01/2021,5.023,50.44,995.35,3.73,14.77,1.340517,0.611668,0.01093,3507.772,2784.58,2849.059,2964.721,2021,3,1,19,2,3560.592
20/01/2021,2.893,45.5,1001.65,5.8,3.8,3.70E-05,6.47E-04,0.005943,3560.592,3507.772,868.0712,1683.419,2021,3,1,20,3,3568.319
21/01/2021,4.623,50.39,1011.51,1.72,45.15,0,0,0.002871,3568.319,3560.592,963.6119,2529.039,2021,3,1,21,4,3548.636
22/01/2021,5.753,57.45,1010.47,2.48,71.69,0,0,0.0012,3548.636,3568.319,2739.381,3055.272,2021,4,1,22,5,3438.924
23/01/2021,6.203,57.43,1005.46,3.04,55.69,0,0,4.45E-04,3438.924,3548.636,1099.12,3106.39,2021,4,1,23,6,3211.363
24/01/2021,7.013,57.35,1003.52,3.36,54.26,0,0,1.22E-04,3211.363,3438.924,766.4893,2992.885,2021,4,1,24,7,2558.842
25/01/2021,7.463,57.12,1003.26,2.08,63.19,2.50E-05,2.00E-06,1.80E-05,2558.842,3211.363,2784.58,3006.794,2021,4,1,25,1,2529.324
26/01/2021,8.593,61.8,1002.58,2.01,56.51,1.22E-04,0,3.00E-06,2529.324,2558.842,3507.772,3004.336,2021,4,1,26,2,2057.4
27/01/2021,9.783,65.22,992.15,3.24,76.26,4.268414,0.012151,4.83E-04,2057.4,2529.324,3560.592,1758.082,2021,4,1,27,3,2492.09
28/01/2021,9.503,71.85,991.99,3.86,223.5,5.940603,0.001557,0.00184,2492.09,2057.4,3568.319,2917.033,2021,4,1,28,4,3342.588
29/01/2021,6.763,61.86,991.84,2.09,345.47,5.654918,0.00129,0.002482,3342.588,2492.09,3548.636,3023.619,2021,5,1,29,5,3130.365
30/01/2021,9.313,74.29,992.66,2.38,175.97,46.374475,0.017645,0.002158,3130.365,3342.588,3438.924,3011.426,2021,5,1,30,6,3853.094
31/01/2021,11.443,69.2,995.34,1.75,35.47,0.316395,3.60E-04,0.002334,3853.094,3130.365,3211.363,2779.092,2021,5,1,31,7,3207.002
01/02/2021,9.853,74.22,1004.83,3.7,53.4,0.096054,0.003255,5.37E-04,3207.002,3853.094,2558.842,1942.773,2021,5,2,1,1,2913.182
02/02/2021,11.513,70.25,1003.67,4.45,46.6,1.80E-04,3.00E-06,1.00E-04,2913.182,3207.002,2529.324,2344.746,2021,5,2,2,2,2642.37
03/02/2021,12.773,68.66,999.94,3.8,48.42,0.401695,3.10E-05,1.30E-05,2642.37,2913.182,2057.4,2812.908,2021,5,2,3,3,2750.926
04/02/2021,13.373,71.27,997.59,3.23,47.6,0.080451,0,5.00E-06,2750.926,2642.37,2492.09,2531.663,2021,5,2,4,4,3926.491
05/02/2021,13.753,60.27,998.06,1.39,25.51,3.60E-05,0,2.00E-06,3926.491,2750.926,3342.588,2391.691,2021,6,2,5,5,4025.326
06/02/2021,13.103,66.18,1000.3,0.97,115.4,0.006198,0,1.00E-06,4025.326,3926.491,3130.365,3009.905,2021,6,2,6,6,3905.287
07/02/2021,13.673,80.92,1001.68,1.65,169.83,0.232465,0,0,3905.287,4025.326,3853.094,2378.43,2021,6,2,7,7,1719.505
08/02/2021,13.713,84.16,1003.63,1.01,121.3,0.289332,0,0,1719.505,3905.287,3207.002,2664.858,2021,6,2,8,1,3930.755
09/02/2021,13.413,72.45,1002.24,0.94,66.11,4.43E-04,0,0,3930.755,1719.505,2913.182,3046.044,2021,6,2,9,2,3749.958
10/02/2021,13.573,72.04,999.43,0.48,146.7,0.061672,0,0,3749.958,3930.755,2642.37,1744.988,2021,6,2,10,3,3162.941
11/02/2021,12.803,80.93,1000.34,0.43,46.39,0.262572,0,0,3162.941,3749.958,2750.926,2849.059,2021,6,2,11,4,4133.921
12/02/2021,13.393,74.73,995.77,1.21,180.53,0.424602,2.00E-06,1.00E-06,4133.921,3162.941,3926.491,868.0712,2021,7,2,12,5,3776.402
13/02/2021,13.693,74.07,998.53,0.27,139.5,0.322889,0,0,3776.402,4133.921,4025.326,963.6119,2021,7,2,13,6,4173.985
14/02/2021,13.793,72.9,997.28,0.71,89.81,0.20182,1.00E-06,0,4173.985,3776.402,3905.287,2739.381,2021,7,2,14,7,3794.718
15/02/2021,12.993,74.28,992.43,1.95,194.84,1.762325,1.60E-05,9.10E-05,3794.718,4173.985,1719.505,1099.12,2021,7,2,15,1,2533.642
16/02/2021,10.753,79.12,983.61,2.14,241.52,17.25159,0.015842,0.001134,2533.642,3794.718,3930.755,766.4893,2021,7,2,16,2,2693.554
17/02/2021,5.353,51.28,986.32,6.64,357.3,0.247843,9.25E-04,0.002452,2693.554,2533.642,3749.958,2784.58,2021,7,2,17,3,4842.165
18/02/2021,4.663,45.92,997.45,2.39,350.93,5.00E-06,9.00E-06,0.001236,4842.165,2693.554,3162.941,3507.772,2021,7,2,18,4,4485.097
19/02/2021,6.223,52.81,1003.1,3.03,13.7,4.00E-05,1.99E-04,4.31E-04,4485.097,4842.165,4133.921,3560.592,2021,8,2,19,5,4955.812
20/02/2021,5.683,46.63,1006.1,2.75,25.91,2.00E-06,0,1.20E-04,4955.812,4485.097,3776.402,3568.319,2021,8,2,20,6,4939.759
21/02/2021,6.353,44.48,1008.18,2.83,47.61,0,0,2.40E-05,4939.759,4955.812,4173.985,3548.636,2021,8,2,21,7,5026.368
22/02/2021,8.263,46.36,1008.25,2.59,50.15,0,0,6.00E-06,5026.368,4939.759,3794.718,3438.924,2021,8,2,22,1,5018.833
23/02/2021,11.423,46.27,1005.5,2.1,16.63,0,0,2.00E-06,5018.833,5026.368,2533.642,3211.363,2021,8,2,23,2,4963.532
24/02/2021,12.873,47.44,1001.47,4.27,359.95,2.70E-05,0,1.00E-06,4963.532,5018.833,2693.554,2558.842,2021,8,2,24,3,4846.937
25/02/2021,12.693,47.45,1002.94,3.14,11.06,1.70E-05,0,0,4846.937,4963.532,4842.165,2529.324,2021,8,2,25,4,5070.956
26/02/2021,11.893,48.6,1002.42,1.38,12.66,0,0,0,5070.956,4846.937,4485.097,2057.4,2021,9,2,26,5,5098.693
27/02/2021,12.763,51.91,998.32,0.87,52.06,0,0,0,5098.693,5070.956,4955.812,2492.09,2021,9,2,27,6,5043.466
28/02/2021,13.323,57.94,996.02,0.31,157.35,0.003078,2.00E-06,1.00E-06,5043.466,5098.693,4939.759,3342.588,2021,9,2,28,7,4965.65
01/03/2021,12.083,48.02,998.61,3.08,4.93,0.001505,0,2.00E-06,4965.65,5043.466,5026.368,3130.365,2021,9,3,1,1,5188.962
02/03/2021,11.633,55.82,1001.14,2.06,59.37,0.717224,0.001375,5.70E-05,5188.962,4965.65,5018.833,3853.094,2021,9,3,2,2,3744.864
03/03/2021,12.283,63.58,999.31,2.2,32.32,0.802682,0.002089,4.93E-04,3744.864,5188.962,4963.532,3207.002,2021,9,3,3,3,5398.893
04/03/2021,12.243,46.05,997.16,2.31,352.49,1.20E-05,0,3.90E-05,5398.893,3744.864,4846.937,2913.182,2021,9,3,4,4,5631.566
05/03/2021,11.773,49.74,1001.83,0.45,159.56,3.23E-04,0,8.00E-06,5631.566,5398.893,5070.956,2642.37,2021,10,3,5,5,4555.96
06/03/2021,12.943,73.87,1002.96,1.26,185.1,0.013937,3.00E-06,1.00E-06,4555.96,5631.566,5098.693,2750.926,2021,10,3,6,6,4527.125
07/03/2021,13.483,70.81,997.01,1.31,200.51,0.492958,2.00E-06,1.00E-06,4527.125,4555.96,5043.466,3926.491,2021,10,3,7,7,5193.682
08/03/2021,13.233,59.82,994.52,0.31,223.21,0.348893,0,1.00E-06,5193.682,4527.125,4965.65,4025.326,2021,10,3,8,1,4149.596
09/03/2021,12.913,70.38,997.04,0.98,140.35,0.181386,0,0,4149.596,5193.682,5188.962,3905.287,2021,10,3,9,2,4120.059
10/03/2021,14.253,63.4,992.76,3.14,42.98,4.70E-05,0,0,4120.059,4149.596,3744.864,1719.505,2021,10,3,10,3,4936.194
11/03/2021,15.703,67.17,983.28,3.38,214.31,0.564854,4.20E-05,1.47E-04,4936.194,4120.059,5398.893,3930.755,2021,10,3,11,4,6102.267
12/03/2021,9.463,40.11,992.26,6.29,1.24,0.212608,5.00E-06,6.60E-04,6102.267,4936.194,5631.566,3749.958,2021,11,3,12,5,5934.367
13/03/2021,11.413,50.2,999.09,1.21,130.47,0,0,1.12E-04,5934.367,6102.267,4555.96,3162.941,2021,11,3,13,6,4864.256
14/03/2021,13.503,58.22,996.82,0.66,84.76,0.050387,4.00E-06,4.00E-06,4864.256,5934.367,4527.125,4133.921,2021,11,3,14,7,2670.81
15/03/2021,12.073,75.76,992.69,2.38,82.85,3.741969,8.40E-05,6.00E-06,2670.81,4864.256,5193.682,3776.402,2021,11,3,15,1,4212.434
16/03/2021,13.243,71.59,990.02,5.24,204.59,3.228417,0.0018,5.60E-05,4212.434,2670.81,4149.596,4173.985,2021,11,3,16,2,2580.002
17/03/2021,11.933,75.87,988.69,5.85,209.25,3.150099,0.001161,1.57E-04,2580.002,4212.434,4120.059,3794.718,2021,11,3,17,3,4819.4
18/03/2021,12.323,63.7,991.69,3.51,226.47,0.355737,1.90E-05,1.05E-04,4819.4,2580.002,4936.194,2533.642,2021,11,3,18,4,5945.855
19/03/2021,13.093,63.49,997.32,2.27,203.31,0.036539,1.20E-05,9.00E-06,5945.855,4819.4,6102.267,2693.554,2021,12,3,19,5,3990.544
20/03/2021,13.683,66.38,997.5,0.76,96.48,0.153231,0,1.00E-06,3990.544,5945.855,5934.367,4842.165,2021,12,3,20,6,5890.381
21/03/2021,15.843,56.42,992.52,0.89,104.25,3.30E-05,0,0,5890.381,3990.544,4864.256,4485.097,2021,12,3,21,7,3674.091
22/03/2021,16.643,63.05,988.93,1.68,67.78,0.125025,3.00E-06,0,3674.091,5890.381,2670.81,4955.812,2021,12,3,22,1,3339.02
23/03/2021,15.553,79.21,982.5,0.65,184.46,6.99274,1.80E-05,3.30E-05,3339.02,3674.091,4212.434,4939.759,2021,12,3,23,2,3665.573
24/03/2021,13.223,70.08,980.31,7.86,214.32,2.117767,0.001226,4.70E-05,3665.573,3339.02,2580.002,5026.368,2021,12,3,24,3,6470.678
25/03/2021,10.373,51.58,989.84,4.11,231.88,0.054397,0.003469,1.42E-04,6470.678,3665.573,4819.4,5018.833,2021,12,3,25,4,3441.466
26/03/2021,8.283,58.57,996.62,2.13,318.42,1.717532,5.20E-04,1.41E-04,3441.466,6470.678,5945.855,4963.532,2021,13,3,26,5,6262.362
27/03/2021,9.673,47.4,1004.88,2.34,334.23,5.20E-05,1.60E-05,4.90E-05,6262.362,3441.466,3990.544,4846.937,2021,13,3,27,6,6651.613
28/03/2021,10.783,48.74,1007.2,0.78,32.61,4.80E-05,0,4.00E-06,6651.613,6262.362,5890.381,5070.956,2021,13,3,28,7,6717.89
29/03/2021,13.033,47.06,1003.42,0.65,31.39,0,0,0,6717.89,6651.613,3674.091,5098.693,2021,13,3,29,1,6739.872
30/03/2021,14.923,45.23,996.23,2.05,69.22,0.019295,0,0,6739.872,6717.89,3339.02,5043.466,2021,13,3,30,2,5184.283
31/03/2021,15.153,59.07,993.11,1.32,149.51,0.207237,6.00E-06,1.00E-06,5184.283,6739.872,3665.573,4965.65,2021,13,3,31,3,5488.967
01/04/2021,13.343,72.4,994.36,3.34,203.83,4.248712,1.60E-05,1.17E-04,5488.967,5184.283,6470.678,5188.962,2021,13,4,1,4,2616.167
02/04/2021,11.233,76.35,995.5,0.65,184.05,3.202805,3.00E-06,1.97E-04,2616.167,5488.967,3441.466,3744.864,2021,14,4,2,5,6505.497
03/04/2021,13.983,70.27,999.33,1.91,185.96,0.131652,0,2.00E-05,6505.497,2616.167,6262.362,5398.893,2021,14,4,3,6,6113.433
